arch,mode,mode_label,cfg,cfg_idx,test_rmse,test_mae,test_r2,val_rmse,epochs_trained
CNN,learned_wavelet_no_warmup,LWT,cfg011,11,0.22771281975608001,0.17594069181040548,0.9486897905834559,0.21597449314976053,100
CNN,learned_wavelet_no_warmup,LWT,cfg012,12,0.29117138537596,0.22385599720077484,0.9161069062197069,0.2531044080670312,72
CNN,learned_wavelet_no_warmup,LWT,cfg013,13,0.2699017027450023,0.2081001496341154,0.927915801540662,0.24540743048651956,65
CNN,learned_wavelet_no_warmup,LWT,cfg014,14,0.23532715539334262,0.18125474831966654,0.9452009644451828,0.21833267860249858,73
CNN,learned_wavelet_no_warmup,LWT,cfg015,15,0.2734436221832712,0.21235081471158956,0.9260114661509358,0.2333915329836635,78
CNN,learned_wavelet_no_warmup,LWT,cfg016,16,0.23899504049612388,0.18508425901258382,0.9434794209663497,0.21963257202555167,100
CNN,learned_wavelet_no_warmup,LWT,cfg017,17,0.24159579179370183,0.1869766933359499,0.942242610560089,0.22309330157365476,96
CNN,learned_wavelet_no_warmup,LWT,cfg018,18,0.26889348553473436,0.20805857706573644,0.9284533364078392,0.23333678640288497,64
CNN,learned_wavelet_no_warmup,LWT,cfg019,19,0.2786612898750788,0.21628600224072012,0.9231609280402623,0.23708208247951848,100
CNN,learned_wavelet_no_warmup,LWT,cfg020,20,0.2516946235779674,0.19551582779676618,0.9373131131783898,0.23304453757159682,82
CNN,learned_wavelet_no_warmup,LWT,cfg021,21,0.241874320441226,0.18554643725914646,0.9421093602198441,0.2342341741478305,100
CNN,learned_wavelet_no_warmup,LWT,cfg022,22,0.23443116915043755,0.1807537902716489,0.945617454515075,0.2172949123614767,97
CNN,learned_wavelet_no_warmup,LWT,cfg023,23,0.23548975072446013,0.1805604899847149,0.9451252133450051,0.2266250310097391,100
CNN,learned_wavelet_no_warmup,LWT,cfg024,24,0.3500172793577398,0.26910475945768775,0.8787706450423969,0.29701996890015014,63
CNN,learned_wavelet_no_warmup,LWT,cfg025,25,0.3814276111193503,0.2858799497787509,0.8560362732096907,0.33161695011320125,57
CNN,learned_wavelet_no_warmup,LWT,cfg026,26,0.30461202566593015,0.23479509230570678,0.9081830389956327,0.25911882056203167,100
CNN,learned_wavelet_no_warmup,LWT,cfg027,27,0.2449265583958996,0.18939722187812597,0.940639085239372,0.21477322650921418,84
CNN,learned_wavelet_no_warmup,LWT,cfg028,28,0.23180225624258502,0.1809380280241063,0.9468303082488793,0.2126429380923847,100
CNN,learned_wavelet_no_warmup,LWT,cfg029,29,0.31909117419471567,0.23900152906631544,0.8992469019576177,0.2742850636451788,89
CNN,learned_wavelet_no_warmup,LWT,cfg030,30,0.24484147226061231,0.18984563785975483,0.9406803213841882,0.2235377205463046,82
CNN,learned_wavelet_no_warmup,LWT,cfg031,31,0.29590411476995526,0.22524272232703585,0.9133575282091937,0.2596629365561058,100
CNN,learned_wavelet_no_warmup,LWT,cfg032,32,0.26563077779796096,0.2024685825104683,0.930179072655777,0.25468995986338555,48
CNN,learned_wavelet_no_warmup,LWT,cfg033,33,0.26631016486988773,0.20238008757356593,0.9298214627651562,0.25459444132961334,75
CNN,learned_wavelet_no_warmup,LWT,cfg034,34,0.2716065254737873,0.2081295067491125,0.9270022919489725,0.23433173157996826,100
CNN,learned_wavelet_no_warmup,LWT,cfg035,35,0.24273883058369428,0.18640278335374788,0.9416947938075699,0.2284192317935855,100
CNN,learned_wavelet_no_warmup,LWT,cfg036,36,0.2603981155141817,0.20177704666138155,0.9329027843188606,0.2140333420009126,75
CNN,learned_wavelet_no_warmup,LWT,cfg037,37,0.33567947725945146,0.2571849112519448,0.8884990916940158,0.2946361001468767,40
CNN,learned_wavelet_no_warmup,LWT,cfg038,38,0.23839542243634199,0.18394785771637767,0.9437626757599435,0.2145988998508712,54
CNN,learned_wavelet_no_warmup,LWT,cfg039,39,0.28112050196170923,0.2192486786927181,0.9217987195668083,0.241647586207948,47
CNN,learned_wavelet_no_warmup,LWT,cfg040,40,0.2669838348526267,0.20462627959368643,0.9294659602164127,0.21657228104162557,84
CNN,learned_wavelet_no_warmup,LWT,cfg041,41,0.2802459020515397,0.21537225913274752,0.9222845499496052,0.23711723723668002,60
CNN,learned_wavelet_no_warmup,LWT,cfg042,42,0.2793143878372729,0.21475262240797466,0.9228003307807238,0.2668905930071328,42
CNN,learned_wavelet_no_warmup,LWT,cfg043,43,0.25667961934025507,0.19793370915077066,0.93480540407254,0.23711813727777342,59
CNN,learned_wavelet_no_warmup,LWT,cfg044,44,0.26611126376187605,0.20453881329157045,0.9299262531785639,0.22188142990372223,97
CNN,learned_wavelet_no_warmup,LWT,cfg045,45,0.25464630426194107,0.1948146980869915,0.9358342049300024,0.23382993418417258,82
CNN,learned_wavelet_no_warmup,LWT,cfg046,46,0.259923231319994,0.19937886745863195,0.933147289565957,0.21725689945850077,83
CNN,learned_wavelet_no_warmup,LWT,cfg047,47,0.24651972205210446,0.1907258586885817,0.9398643286692875,0.22434045487293464,84
CNN,learned_wavelet_no_warmup,LWT,cfg048,48,0.2806469307512105,0.214387690769,0.9220619709585433,0.24899953729782892,68
CNN,learned_wavelet_no_warmup,LWT,cfg049,49,0.2847186566628817,0.2200057630933839,0.9197840600677358,0.2276591136451775,55
CNN,learned_wavelet_no_warmup,LWT,cfg050,50,0.3080320767142619,0.23687527603706,0.9061097030821481,0.26783217674101495,40
CNN,learned_wavelet_no_warmup,LWT,cfg051,51,0.2818119936776352,0.21677354974306973,0.9214135321194097,0.2512739835693912,54
CNN,learned_wavelet_no_warmup,LWT,cfg052,52,0.29829716247802773,0.22683270013192622,0.9119504644975654,0.25645470856899993,66
CNN,learned_wavelet_no_warmup,LWT,cfg053,53,0.274518336804567,0.21459163972886416,0.925428729421933,0.2516292506374748,65
CNN,learned_wavelet_no_warmup,LWT,cfg054,54,0.22743154152711953,0.17558597881928734,0.9488164723498734,0.22987803235916102,76
CNN,learned_wavelet_no_warmup,LWT,cfg055,55,0.276853640145086,0.2151052601554604,0.9241545904047764,0.23406461966492229,87
CNN,learned_wavelet_no_warmup,LWT,cfg056,56,0.260270844007769,0.19700317253563343,0.9329683568120524,0.23176116207294487,100
CNN,learned_wavelet_no_warmup,LWT,cfg057,57,0.2684756208591829,0.20575060578810292,0.9286755328901685,0.24698479809916338,94
CNN,learned_wavelet_no_warmup,LWT,cfg058,58,0.2496285052387433,0.19136107421040327,0.9383380610051186,0.2319497261724038,61
CNN,learned_wavelet_no_warmup,LWT,cfg059,59,0.2486694369171937,0.19005459833163973,0.938810958991491,0.2316830137060292,100
CNN,learned_wavelet_no_warmup,LWT,cfg060,60,0.44116991348746487,0.3377430450660506,0.8074069552303916,0.4039986810439846,48
CNN,learned_wavelet_no_warmup,LWT,cfg061,61,0.5826238432549338,0.4314993489903112,0.6641036131992595,0.5378891177362064,52
CNN,learned_wavelet_no_warmup,LWT,cfg062,62,0.30628750241209746,0.23421923658519433,0.9071702079170697,0.24852575349818612,70
CNN,learned_wavelet_no_warmup,LWT,cfg063,63,0.3256249394472823,0.24790558364866963,0.8950785836425907,0.2712252823237991,58
CNN,learned_wavelet_no_warmup,LWT,cfg064,64,0.35479004003921866,0.2653760448492563,0.8754419892466603,0.31233775539666614,76
CNN,learned_wavelet_no_warmup,LWT,cfg065,65,0.3849274515804586,0.2904605721791283,0.8533822354140945,0.35618604273831145,48
CNN,learned_wavelet_no_warmup,LWT,cfg066,66,0.2817159959521714,0.2184730440504068,0.9214670631074858,0.23180357936137058,100
CNN,learned_wavelet_no_warmup,LWT,cfg067,67,0.290377728299956,0.22179016326763337,0.9165636242064992,0.24551611927785497,80
CNN,learned_wavelet_no_warmup,LWT,cfg068,68,0.2978397373764972,0.22742578603762612,0.9122202973489785,0.26102532373100495,57
CNN,learned_wavelet_no_warmup,LWT,cfg069,69,0.3418460759559766,0.26205768511870325,0.884364808794348,0.3342348997183808,34
CNN,learned_wavelet_no_warmup,LWT,cfg070,70,0.26317384305519964,0.20339342169271524,0.9314647076581408,0.22316188649679913,100
CNN,learned_wavelet_no_warmup,LWT,cfg071,71,0.24359346324182474,0.1874181674472505,0.9412835101829924,0.2296347274196001,100
CNN,learned_wavelet_no_warmup,LWT,cfg072,72,0.29678753083361614,0.23137745121507958,0.9128394170784736,0.2452584181377564,70
CNN,learned_wavelet_no_warmup,LWT,cfg073,73,0.3586060795328538,0.27999483480899595,0.8727481453330151,0.297181252411553,22
CNN,learned_wavelet_no_warmup,LWT,cfg074,74,0.264750578081713,0.20263776498245265,0.9306410261944652,0.23750510230869237,82
CNN,learned_wavelet_no_warmup,LWT,cfg075,75,0.29025574237528556,0.22641287094612134,0.9166337117138331,0.22149240107329438,42
CNN,learned_wavelet_no_warmup,LWT,cfg076,76,0.22120645981222367,0.1713564781497875,0.9515800389718669,0.20668215442254134,78
CNN,learned_wavelet_no_warmup,LWT,cfg077,77,0.26077339496162866,0.1997500216463533,0.932709247199536,0.22745266796461497,66
CNN,learned_wavelet_no_warmup,LWT,cfg078,78,0.24726928013993452,0.19262908005198803,0.939498080441052,0.2097123425006414,89
CNN,learned_wavelet_no_warmup,LWT,cfg079,79,0.2755438380889182,0.2144595122371175,0.9248705461525355,0.22794356286063416,61
CNN,learned_wavelet_no_warmup,LWT,cfg080,80,0.23277738105806367,0.1807215936075063,0.9463820284131149,0.2093443275346913,79
CNN,learned_wavelet_no_warmup,LWT,cfg081,81,0.2681784282474435,0.205645128275552,0.9288333526012239,0.23597597879559393,89
CNN,learned_wavelet_no_warmup,LWT,cfg082,82,0.25376874921812037,0.19508298739603144,0.9362756956634293,0.21548502232186856,100
CNN,learned_wavelet_no_warmup,LWT,cfg083,83,0.25050528778934505,0.19366126570975956,0.9379041437477663,0.2214127576897605,100
CNN,learned_wavelet_no_warmup,LWT,cfg084,84,0.23975427587576476,0.18586459147285045,0.9431197433352231,0.20419259239990975,100
CNN,learned_wavelet_no_warmup,LWT,cfg085,85,0.28071385558799045,0.21641028474044785,0.9220247953387884,0.25099169544427197,76
CNN,learned_wavelet_no_warmup,LWT,cfg086,86,0.3029570525562088,0.2336368557942463,0.9091780214654679,0.24887176626474897,36
CNN,learned_wavelet_no_warmup,LWT,cfg087,87,0.27032199570164595,0.20964316504814823,0.927691126634627,0.24313894363840924,73
CNN,learned_wavelet_no_warmup,LWT,cfg088,88,0.24007297631799038,0.18439107660810566,0.9429684233112654,0.20529202131672772,100
CNN,learned_wavelet_no_warmup,LWT,cfg089,89,0.2997999666139863,0.22891541614816432,0.9110610526213345,0.2884461714761769,75
CNN,learned_wavelet_no_warmup,LWT,cfg090,90,0.2882028371398183,0.22224042871023836,0.91780879863862,0.2408463729440224,71
CNN,learned_wavelet_no_warmup,LWT,cfg091,91,0.24625689659735506,0.18999930301818982,0.9399924868526017,0.21930105620627197,97
CNN,learned_wavelet_no_warmup,LWT,cfg092,92,0.2714205052917435,0.21135550501808087,0.9271022482872844,0.24238725436340247,90
CNN,learned_wavelet_no_warmup,LWT,cfg093,93,0.29900951624022093,0.2296767403188291,0.9115294258927259,0.28739767385182774,26
CNN,learned_wavelet_no_warmup,LWT,cfg094,94,0.257732400616695,0.19770303072273324,0.9342695110712494,0.22770530704484257,100
CNN,learned_wavelet_no_warmup,LWT,cfg095,95,0.259212862284232,0.19967414580067447,0.9335122065462391,0.23373627526690527,100
CNN,learned_wavelet_no_warmup,LWT,cfg096,96,0.4086085070393953,0.30645552273377386,0.8347872222113679,0.3606422422836486,68
CNN,learned_wavelet_no_warmup,LWT,cfg097,97,0.4209516333699135,0.3150683004356154,0.8246550660377622,0.37681672312441694,59
CNN,learned_wavelet_no_warmup,LWT,cfg098,98,0.283709715714417,0.21706681485629906,0.9203515658885447,0.24069627839998317,83
CNN,learned_wavelet_no_warmup,LWT,cfg099,99,0.31031782427277826,0.2410092603487182,0.9047111099703508,0.2598310712067098,45
CNN,learned_wavelet_no_warmup,LWT,cfg100,100,0.29378630780399234,0.22416844734302618,0.9145933028292271,0.26531913704987137,100
CNN,learned_wavelet_no_warmup,LWT,cfg101,101,0.3356351247859511,0.2525919083165225,0.8885285544089462,0.30240124003182134,71
CNN,learned_wavelet_no_warmup,LWT,cfg102,102,0.24659106933875047,0.19175313672399905,0.9398295149203416,0.20723751014598424,100
CNN,learned_wavelet_no_warmup,LWT,cfg103,103,0.34198338208540546,0.26629576123191595,0.8842718979182842,0.2734440910105901,38
CNN,learned_wavelet_no_warmup,LWT,cfg104,104,0.2643011806703624,0.20628611713835135,0.9308762913196329,0.2383659903091832,88
CNN,learned_wavelet_no_warmup,LWT,cfg105,105,0.37366270026292087,0.28321401769825677,0.8618380924900219,0.351927018652384,38
CNN,learned_wavelet_no_warmup,LWT,cfg106,106,0.23578530133255884,0.1813111512012023,0.9449873860819367,0.21998576305244893,100
CNN,learned_wavelet_no_warmup,LWT,cfg107,107,0.2517924168225278,0.19258656748256486,0.9372643910808882,0.23900337240888353,95
CNN,learned_wavelet,LWT-Warm,cfg000,0,0.23483288917720258,0.1823557566478758,0.9454309155340981,0.20488982422548946,86
CNN,learned_wavelet,LWT-Warm,cfg001,1,0.262705729052885,0.20467085037950095,0.9317083017539525,0.22997353948580151,59
CNN,learned_wavelet,LWT-Warm,cfg002,2,0.257017590651288,0.1986324400767051,0.9346336069568318,0.22674226250972004,55
CNN,learned_wavelet,LWT-Warm,cfg003,3,0.28873722506430577,0.22601057336422492,0.917503716938626,0.22659600504456712,41
CNN,learned_wavelet,LWT-Warm,cfg004,4,0.24982492580359647,0.1921007303972972,0.9382409852491288,0.224980663353337,87
CNN,learned_wavelet,LWT-Warm,cfg005,5,0.24167202057645115,0.18578521615490223,0.9422061573582735,0.24875286482960327,49
CNN,learned_wavelet,LWT-Warm,cfg006,6,0.259786076112009,0.20038058701141215,0.9332178240708987,0.2240358615918199,68
CNN,learned_wavelet,LWT-Warm,cfg007,7,0.21342042697255767,0.1643669895531976,0.9549286264201086,0.201918856691639,68
CNN,learned_wavelet,LWT-Warm,cfg008,8,0.23633268623382597,0.1824038532591262,0.944731661671518,0.2136678621190773,100
CNN,learned_wavelet,LWT-Warm,cfg009,9,0.24511362719704538,0.18979098046207615,0.940548373836486,0.22628866032769523,82
CNN,learned_wavelet,LWT-Warm,cfg010,10,0.234253735789602,0.1797114084755736,0.9456997441375529,0.2182989622503486,81
CNN,learned_wavelet,LWT-Warm,cfg011,11,0.2570900203990294,0.1994365532401953,0.9345967601522682,0.231253596716883,100
CNN,learned_wavelet,LWT-Warm,cfg012,12,0.2363152286472519,0.18417157569245152,0.9447398265697416,0.20707624137645275,79
CNN,learned_wavelet,LWT-Warm,cfg013,13,0.35307074360768137,0.2651426792557886,0.8766462691503478,0.30675849342493416,52
CNN,learned_wavelet,LWT-Warm,cfg014,14,0.24471443224984146,0.18932105340855512,0.9407418633889741,0.21675342669171604,70
CNN,learned_wavelet,LWT-Warm,cfg015,15,0.2777737085002152,0.21485916775912273,0.9236496382852841,0.23804870923441637,85
CNN,learned_wavelet,LWT-Warm,cfg016,16,0.26749001638371905,0.20409891645740855,0.9291982520728311,0.24115392165558247,73
CNN,learned_wavelet,LWT-Warm,cfg017,17,0.2567093392341577,0.19957119574293913,0.9347903059618989,0.22527697324078344,92
CNN,learned_wavelet,LWT-Warm,cfg018,18,0.27512848992287,0.21164442609223644,0.9250968721146321,0.23258788391885282,75
CNN,learned_wavelet,LWT-Warm,cfg019,19,0.26662542956618135,0.20574409807082122,0.9296552061658567,0.27286067951276377,40
CNN,learned_wavelet,LWT-Warm,cfg020,20,0.2561907813654955,0.19773316093813226,0.9350534895809897,0.2303776880916802,93
CNN,learned_wavelet,LWT-Warm,cfg021,21,0.25421555430064546,0.19378378532444374,0.9360511021430578,0.2425471669136272,100
CNN,learned_wavelet,LWT-Warm,cfg022,22,0.2709085525603012,0.20851165413927578,0.9273769880784045,0.2481732125792629,73
CNN,learned_wavelet,LWT-Warm,cfg023,23,0.2599015960179594,0.19989135556256996,0.9331584183779407,0.23105946963380755,100
CNN,learned_wavelet,LWT-Warm,cfg024,24,0.267283006523841,0.20572422124649017,0.9293077962624741,0.23754522415637266,88
CNN,learned_wavelet,LWT-Warm,cfg025,25,0.254364012561506,0.19692603088553606,0.9359763898439541,0.22322658558570926,76
CNN,learned_wavelet,LWT-Warm,cfg026,26,0.24544893452404024,0.18908558210400936,0.9403856068700341,0.22140445231080094,100
CNN,learned_wavelet,LWT-Warm,cfg027,27,0.26943219695070897,0.2053273573770791,0.9281663706330131,0.24497079722481188,64
CNN,learned_wavelet,LWT-Warm,cfg028,28,0.26696978487767764,0.20341763924039627,0.9294733837026843,0.2371419023825515,100
CNN,learned_wavelet,LWT-Warm,cfg029,29,0.3095381241894396,0.23269506402431914,0.9051893513810326,0.28897579551356367,83
CNN,learned_wavelet,LWT-Warm,cfg030,30,0.25691042399666103,0.1958103618921895,0.9346881062400815,0.22266656084421713,100
CNN,learned_wavelet,LWT-Warm,cfg031,31,0.22758345344833125,0.17608283548275444,0.9487480738794061,0.20890024795245046,100
CNN,learned_wavelet,LWT-Warm,cfg032,32,0.27131437766282096,0.209621638392918,0.9271592443718227,0.2828420440808195,61
CNN,learned_wavelet,LWT-Warm,cfg033,33,0.2521201527650335,0.1935503467673002,0.9371009699960933,0.24320930304560487,89
CNN,learned_wavelet,LWT-Warm,cfg034,34,0.27861906748270204,0.21275571388541673,0.9231842113865738,0.23967839610529437,100
CNN,learned_wavelet,LWT-Warm,cfg035,35,0.24750216718643725,0.1919890770583757,0.9393840610316693,0.23432292964733778,100
CNN,learned_wavelet,LWT-Warm,cfg036,36,0.33147288815851733,0.2489768235802854,0.8912761432804297,0.30290907999763844,33
CNN,learned_wavelet,LWT-Warm,cfg037,37,0.27509915569069154,0.21597539532342705,0.9251128436238761,0.2290835090157682,64
CNN,learned_wavelet,LWT-Warm,cfg038,38,0.23891254274642448,0.1845774264886237,0.9435184344605381,0.2218617079573058,73
CNN,learned_wavelet,LWT-Warm,cfg039,39,0.260170372613341,0.20293307685317907,0.9330200987794615,0.21632350861911992,100
CNN,learned_wavelet,LWT-Warm,cfg040,40,0.2688148323119265,0.20901426703907866,0.928495186084027,0.22209310836265336,98
CNN,learned_wavelet,LWT-Warm,cfg041,41,0.2433423472414913,0.18800851697678994,0.9414045072728706,0.2199196124923776,100
CNN,learned_wavelet,LWT-Warm,cfg042,42,0.23761894470332257,0.18377158164421042,0.9441284203338071,0.21514420407483195,85
CNN,learned_wavelet,LWT-Warm,cfg043,43,0.25996095408377384,0.2018274499439835,0.9331278834359942,0.2204335004525044,75
CNN,learned_wavelet,LWT-Warm,cfg044,44,0.26837384527535807,0.20598802774497224,0.9287295989788893,0.22624161153765984,86
CNN,learned_wavelet,LWT-Warm,cfg045,45,0.25284465559230734,0.19346151867700612,0.9367389521150434,0.2454152106205555,55
CNN,learned_wavelet,LWT-Warm,cfg046,46,0.22754963815528995,0.17593708560127547,0.9487633031952367,0.20713247552804476,100
CNN,learned_wavelet,LWT-Warm,cfg047,47,0.2385968102991605,0.1830379397615574,0.9436676210972589,0.22190147166658816,98
CNN,learned_wavelet,LWT-Warm,cfg048,48,0.30112264125345467,0.22814673962849666,0.9102745496009855,0.2577129901009899,65
CNN,learned_wavelet,LWT-Warm,cfg049,49,0.49936250848949953,0.3668099810336452,0.7532479947195726,0.46008736350869456,34
CNN,learned_wavelet,LWT-Warm,cfg050,50,0.29731938684856685,0.2279679846470818,0.912526746145673,0.24066459004681678,91
CNN,learned_wavelet,LWT-Warm,cfg051,51,0.2849719845356195,0.2240837255982808,0.9196412526106023,0.2381924670292433,57
CNN,learned_wavelet,LWT-Warm,cfg052,52,0.3044714641152387,0.2330614347920895,0.9082677563123832,0.25221447604207053,86
CNN,learned_wavelet,LWT-Warm,cfg053,53,0.28481202393248495,0.22175108850203792,0.9197314413079112,0.24534649448850704,72
CNN,learned_wavelet,LWT-Warm,cfg054,54,0.30607598859880614,0.23576958296300068,0.9072983751033404,0.24277976816770477,72
CNN,learned_wavelet,LWT-Warm,cfg055,55,0.30510085806726966,0.23654833498976194,0.9078881122344469,0.2444564666627364,71
CNN,learned_wavelet,LWT-Warm,cfg056,56,0.2623267861432018,0.19971844355015234,0.9319051759557574,0.2337262836728354,92
CNN,learned_wavelet,LWT-Warm,cfg057,57,0.27836449797921475,0.21184560043619066,0.9233245178187789,0.25900019272939806,53
CNN,learned_wavelet,LWT-Warm,cfg058,58,0.29120816014940953,0.22624372683830224,0.9160857135854098,0.2918354868119207,32
CNN,learned_wavelet,LWT-Warm,cfg059,59,0.2481740589644527,0.190495886127949,0.9390545072944294,0.22734698056493752,100
CNN,learned_wavelet,LWT-Warm,cfg060,60,0.4887208455852712,0.35582802576665423,0.763652750847147,0.44230268834920133,68
CNN,learned_wavelet,LWT-Warm,cfg061,61,0.3695689102723002,0.2771241803319561,0.8648488692638893,0.34883661554820455,78
CNN,learned_wavelet,LWT-Warm,cfg062,62,0.3300745509950929,0.251058357279723,0.892191523908724,0.2709879827258861,62
CNN,learned_wavelet,LWT-Warm,cfg063,63,0.3409580133751482,0.2531737199957229,0.8849648326390469,0.2997432296649122,62
CNN,learned_wavelet,LWT-Warm,cfg064,64,0.42295679987937307,0.3200760692966592,0.8229806067448941,0.3926288795597911,51
CNN,learned_wavelet,LWT-Warm,cfg065,65,0.31728134706328,0.2412953079409212,0.9003865672903789,0.30840146235252874,79
CNN,learned_wavelet,LWT-Warm,cfg066,66,0.27535469535490403,0.2102406311731932,0.9249736536161131,0.240376951325452,95
CNN,learned_wavelet,LWT-Warm,cfg067,67,0.2585552323372562,0.19704181277219626,0.9338491412088143,0.2301019378758716,100
CNN,learned_wavelet,LWT-Warm,cfg068,68,0.3237199518982924,0.2575245889712824,0.8963026258528435,0.27617398845782776,91
CNN,learned_wavelet,LWT-Warm,cfg069,69,0.2956489804002221,0.2254573025983629,0.9135068734966849,0.2784308754439483,86
CNN,learned_wavelet,LWT-Warm,cfg070,70,0.28029210732249404,0.21514809536009846,0.9222589213183161,0.2307940671331482,86
CNN,learned_wavelet,LWT-Warm,cfg071,71,0.23186789817623324,0.17788194362066193,0.9468001907201905,0.21778323110706982,100
CNN,learned_wavelet,LWT-Warm,cfg072,72,0.2765241863348717,0.21206873107470242,0.9243349939686151,0.22425458343877588,100
CNN,learned_wavelet,LWT-Warm,cfg073,73,0.2288798470649891,0.17758654551201528,0.9481625136464179,0.21828269432777384,55
CNN,learned_wavelet,LWT-Warm,cfg074,74,0.2785839769323778,0.21362030246382993,0.9232035592264622,0.22433728586722265,59
CNN,learned_wavelet,LWT-Warm,cfg075,75,0.2574900438167293,0.20038051293530001,0.9343930713297197,0.21396578290935195,64
CNN,learned_wavelet,LWT-Warm,cfg076,76,0.2441665057211267,0.18727894905777512,0.941006929530811,0.21147010821568488,94
CNN,learned_wavelet,LWT-Warm,cfg077,77,0.23965692421181795,0.18611750573636288,0.9431659261479396,0.20795593608323876,76
CNN,learned_wavelet,LWT-Warm,cfg078,78,0.23537924780817393,0.18140680807092066,0.9451767009466605,0.2032868754458275,100
CNN,learned_wavelet,LWT-Warm,cfg079,79,0.2561680586128487,0.19847835413698955,0.9350650098865798,0.21374642987483602,96
CNN,learned_wavelet,LWT-Warm,cfg080,80,0.23825148375838337,0.18289378767826553,0.9438305653385148,0.20871004413091374,93
CNN,learned_wavelet,LWT-Warm,cfg081,81,0.25015375952817887,0.1933242289374507,0.9380782968196537,0.22246603863369482,100
CNN,learned_wavelet,LWT-Warm,cfg082,82,0.24455144533431403,0.18787220138140664,0.9408207723806751,0.21176294820732552,93
CNN,learned_wavelet,LWT-Warm,cfg083,83,0.23664742942741518,0.18253286742527566,0.9445843530874406,0.20805829925879857,99
CNN,learned_wavelet,LWT-Warm,cfg084,84,0.3032131109349263,0.23020210491952703,0.909024431666421,0.25176506365953505,88
CNN,learned_wavelet,LWT-Warm,cfg085,85,0.31183719849142566,0.23836701685227873,0.9037757211191695,0.26595889658816957,100
CNN,learned_wavelet,LWT-Warm,cfg086,86,0.2705944382279756,0.2097917234771499,0.9275453009917035,0.22614905880700462,67
CNN,learned_wavelet,LWT-Warm,cfg087,87,0.27995472922673764,0.21475830384888267,0.9224459572814682,0.2376782603747422,38
CNN,learned_wavelet,LWT-Warm,cfg088,88,0.2210985197922557,0.17104957036127896,0.9516272815018874,0.20147080691533592,100
CNN,learned_wavelet,LWT-Warm,cfg089,89,0.31801572081044643,0.24619726386011342,0.8999249066828051,0.2809396823053763,52
CNN,learned_wavelet,LWT-Warm,cfg090,90,0.28991914705972077,0.22199982691248593,0.9168269511762138,0.2378348380591526,87
CNN,learned_wavelet,LWT-Warm,cfg091,91,0.2659558283474992,0.20628550540427912,0.9300080893303462,0.2178808823985961,100
CNN,learned_wavelet,LWT-Warm,cfg092,92,0.24580323835585569,0.19011501523904759,0.9402133767285147,0.2263348598983477,93
CNN,learned_wavelet,LWT-Warm,cfg093,93,0.2867404534520166,0.21710341226480231,0.9186407830117288,0.24275797882616612,100
CNN,learned_wavelet,LWT-Warm,cfg094,94,0.2587034818871486,0.199749684880018,0.9337732607367192,0.21921828904993218,100
CNN,learned_wavelet,LWT-Warm,cfg095,95,0.2276926148337216,0.17582905569070767,0.9486988956729684,0.2103621013854675,100
CNN,learned_wavelet,LWT-Warm,cfg096,96,0.3936796334685977,0.29486067989707326,0.8466390746978076,0.3526378769565635,51
CNN,learned_wavelet,LWT-Warm,cfg097,97,0.3758215211000235,0.28582514773020956,0.8602370313367596,0.3448726726673234,62
CNN,learned_wavelet,LWT-Warm,cfg098,98,0.34777323467457555,0.2637700362257421,0.8803201229424485,0.2991632093808554,43
CNN,learned_wavelet,LWT-Warm,cfg099,99,0.27824363515494477,0.21318905820908807,0.9233910866774812,0.24688856893995928,60
CNN,learned_wavelet,LWT-Warm,cfg100,100,0.2733743780251435,0.21038960007104027,0.9260489336553009,0.23134364144987946,100
CNN,learned_wavelet,LWT-Warm,cfg101,101,0.3903010386411958,0.2977543910298226,0.8492600944484628,0.38470768987466364,55
CNN,learned_wavelet,LWT-Warm,cfg102,102,0.25567392510220893,0.19936601058347062,0.9353152800275082,0.21942109992133305,100
CNN,learned_wavelet,LWT-Warm,cfg103,103,0.28975594143981737,0.22242071177429326,0.9169205668508162,0.24590055747930922,100
CNN,learned_wavelet,LWT-Warm,cfg104,104,0.25433991017515273,0.1965052402650834,0.9359885224460668,0.22927266241818903,100
CNN,learned_wavelet,LWT-Warm,cfg105,105,0.2424328401264235,0.18782633226138978,0.941841697307158,0.22534390457192008,100
CNN,learned_wavelet,LWT-Warm,cfg106,106,0.24887171956301601,0.19240203599911412,0.9387113688242629,0.21830000917971826,98
CNN,learned_wavelet,LWT-Warm,cfg107,107,0.26372102101035544,0.20180497196729807,0.9311794210522131,0.24199703162849337,100
LSTM,raw,Raw,cfg000,0,0.3130859439452649,0.23781973320218502,0.903003521909251,0.2698358819422993,33
LSTM,raw,Raw,cfg002,2,0.23377037698753514,0.18137248287513683,0.9459235990787456,0.2375865489694658,30
LSTM,raw,Raw,cfg004,4,0.2859258627173032,0.2188904183586894,0.9191023874010893,0.2531539321873956,54
LSTM,raw,Raw,cfg006,6,0.2311968371981385,0.17796016837257822,0.9471076817981428,0.2244494922025541,33
LSTM,raw,Raw,cfg008,8,0.27638150537289574,0.20867888239627305,0.9244130570902728,0.240381087300884,34
LSTM,raw,Raw,cfg016,16,0.31397320287886715,0.23694398152114834,0.9024529833868696,0.26409392729738407,50
LSTM,raw,Raw,cfg020,20,0.28194799587683333,0.2126484766330794,0.9213376623076783,0.2578151172474745,26
LSTM,raw,Raw,cfg032,32,0.2797162429724929,0.2168923079630502,0.9225780336014384,0.2483658493202596,49
